timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610139543122,529,Home Page,200,OK,Scenario 1 1-23,text,true,,51151,313,15,15,http://192.168.1.10:5005/,118,0,57
1610139543519,220,dashboard,200,OK,Scenario 1 1-19,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,219,0,107
1610139543519,220,dashboard,200,OK,Scenario 1 1-24,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,218,0,107
1610139543551,190,Page Returning 404,404,NOT FOUND,Scenario 1 1-26,text,true,,393,317,15,15,http://192.168.1.10:5005/test,190,0,80
1610139543519,225,dashboard,200,OK,Scenario 1 1-16,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,225,0,107
1610139543652,133,dashboard,200,OK,Scenario 1 1-23,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,130,0,51
1610139543750,156,Page Returning 404,404,NOT FOUND,Scenario 1 1-17,text,true,,393,317,16,16,http://192.168.1.10:5005/test,156,0,82
1610139543629,290,Home Page,200,OK,Scenario 1 1-25,text,true,,51151,313,16,16,http://192.168.1.10:5005/,153,0,69
1610139543856,117,Page Returning 404,404,NOT FOUND,Scenario 1 1-22,text,true,,393,317,16,16,http://192.168.1.10:5005/test,117,0,50
1610139543846,127,Page Returning 404,404,NOT FOUND,Scenario 1 1-21,text,true,,393,317,16,16,http://192.168.1.10:5005/test,127,0,60
1610139543894,86,Page Returning 404,404,NOT FOUND,Scenario 1 1-20,text,true,,393,317,16,16,http://192.168.1.10:5005/test,85,0,34
