timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610139543534,471,Buat Instance,200,OK,Scenario 1 1-29,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,420,0,92
1610139543920,126,dashboard,200,OK,Scenario 1 1-25,text,true,,12429,322,16,16,http://192.168.1.10:5005/dashboard,125,0,42
1610139543742,310,Home Page,200,OK,Scenario 1 1-26,text,true,,51151,313,16,16,http://192.168.1.10:5005/,160,0,90
1610139543954,102,Page Returning 404,404,NOT FOUND,Scenario 1 1-15,text,true,,393,317,16,16,http://192.168.1.10:5005/test,102,0,51
1610139543954,103,Page Returning 404,404,NOT FOUND,Scenario 1 1-27,text,true,,393,317,15,15,http://192.168.1.10:5005/test,103,0,51
1610139544009,132,Page Returning 404,404,NOT FOUND,Scenario 1 1-18,text,true,,393,317,15,15,http://192.168.1.10:5005/test,132,0,44
1610139543606,589,Buat Instance,200,OK,Scenario 1 1-28,text,true,,15626,321,15,15,http://192.168.1.10:5005/buatbaru,499,0,91
1610139543891,352,Home Page,200,OK,Scenario 1 1-30,text,true,,51151,313,15,15,http://192.168.1.10:5005/,91,0,37
1610139544053,392,dashboard,200,OK,Scenario 1 1-26,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,221,0,58
1610139543740,775,Buat Instance,200,OK,Scenario 1 1-19,text,true,,15626,321,15,15,http://192.168.1.10:5005/buatbaru,642,0,92
1610139543980,539,Home Page,200,OK,Scenario 1 1-20,text,true,,51151,313,15,15,http://192.168.1.10:5005/,133,0,66
1610139544244,280,dashboard,200,OK,Scenario 1 1-30,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,279,0,142
1610139543740,788,Buat Instance,200,OK,Scenario 1 1-24,text,true,,15626,321,15,15,http://192.168.1.10:5005/buatbaru,653,0,92
1610139543786,787,Buat Instance,200,OK,Scenario 1 1-23,text,true,,15626,321,15,15,http://192.168.1.10:5005/buatbaru,659,0,56
1610139543745,828,Buat Instance,200,OK,Scenario 1 1-16,text,true,,15626,321,15,15,http://192.168.1.10:5005/buatbaru,712,0,87
1610139543974,600,Home Page,200,OK,Scenario 1 1-22,text,true,,51151,313,15,15,http://192.168.1.10:5005/,128,0,44
1610139543974,603,Home Page,200,OK,Scenario 1 1-21,text,true,,51151,313,15,15,http://192.168.1.10:5005/,124,0,44
1610139544047,603,Buat Instance,200,OK,Scenario 1 1-25,text,true,,15626,321,15,15,http://192.168.1.10:5005/buatbaru,501,0,61
1610139544058,635,Home Page,200,OK,Scenario 1 1-27,text,true,,51151,313,15,15,http://192.168.1.10:5005/,260,0,70
1610139543907,798,Home Page,200,OK,Scenario 1 1-17,text,true,,51151,313,15,15,http://192.168.1.10:5005/,113,0,55
1610139544142,600,Home Page,200,OK,Scenario 1 1-18,text,true,,51151,313,15,15,http://192.168.1.10:5005/,270,0,107
1610139544519,239,dashboard,200,OK,Scenario 1 1-20,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,237,0,100
1610139544575,203,dashboard,200,OK,Scenario 1 1-22,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,202,0,101
1610139544577,217,dashboard,200,OK,Scenario 1 1-21,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,216,0,116
1610139544694,173,dashboard,200,OK,Scenario 1 1-27,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,171,0,73
1610139544705,170,dashboard,200,OK,Scenario 1 1-17,text,true,,12429,322,15,15,http://192.168.1.10:5005/dashboard,170,0,76
1610139544743,179,dashboard,200,OK,Scenario 1 1-18,text,true,,12429,322,16,16,http://192.168.1.10:5005/dashboard,159,0,87
1610139544446,687,Buat Instance,200,OK,Scenario 1 1-26,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,587,0,127
1610139544525,735,Buat Instance,200,OK,Scenario 1 1-30,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,633,0,126
1610139545055,230,Page Returning 404,404,NOT FOUND,Scenario 1 1-29,text,true,,393,317,16,16,http://192.168.1.10:5005/test,230,0,113
1610139544780,534,Buat Instance,200,OK,Scenario 1 1-22,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,463,0,83
1610139544892,514,Home Page,200,OK,Scenario 1 1-31,text,true,,51151,313,16,16,http://192.168.1.10:5005/,232,0,91
1610139545213,196,Page Returning 404,404,NOT FOUND,Scenario 1 1-28,text,true,,393,317,16,16,http://192.168.1.10:5005/test,196,0,76
1610139544876,535,Buat Instance,200,OK,Scenario 1 1-17,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,438,0,98
1610139544922,601,Buat Instance,200,OK,Scenario 1 1-18,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,471,0,96
1610139544868,820,Buat Instance,200,OK,Scenario 1 1-27,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,653,0,101
1610139545407,321,dashboard,200,OK,Scenario 1 1-31,text,true,,12429,322,16,16,http://192.168.1.10:5005/dashboard,321,0,133
1610139544758,971,Buat Instance,200,OK,Scenario 1 1-20,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,784,0,95
1610139544795,978,Buat Instance,200,OK,Scenario 1 1-21,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,790,0,80
1610139545546,361,Page Returning 404,404,NOT FOUND,Scenario 1 1-24,text,true,,393,317,17,17,http://192.168.1.10:5005/test,361,0,182
1610139545560,357,Page Returning 404,404,NOT FOUND,Scenario 1 1-19,text,true,,393,317,17,17,http://192.168.1.10:5005/test,357,0,189
1610139545592,339,Page Returning 404,404,NOT FOUND,Scenario 1 1-16,text,true,,393,317,17,17,http://192.168.1.10:5005/test,338,0,186
1610139545647,314,Page Returning 404,404,NOT FOUND,Scenario 1 1-23,text,true,,393,317,16,16,http://192.168.1.10:5005/test,314,0,196
1610139545286,742,Home Page,200,OK,Scenario 1 1-29,text,true,,51151,313,16,16,http://192.168.1.10:5005/,265,0,120
1610139545743,294,Page Returning 404,404,NOT FOUND,Scenario 1 1-25,text,true,,393,317,16,16,http://192.168.1.10:5005/test,294,0,164
1610139545410,733,Home Page,200,OK,Scenario 1 1-28,text,true,,51151,313,16,16,http://192.168.1.10:5005/,319,0,135
1610139546028,324,dashboard,200,OK,Scenario 1 1-29,text,true,,12429,322,16,16,http://192.168.1.10:5005/dashboard,319,0,134
1610139545729,665,Buat Instance,200,OK,Scenario 1 1-31,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,502,0,174
1610139546144,328,dashboard,200,OK,Scenario 1 1-28,text,true,,12429,322,16,16,http://192.168.1.10:5005/dashboard,319,0,146
1610139546153,360,Page Returning 404,404,NOT FOUND,Scenario 1 1-26,text,true,,393,317,16,16,http://192.168.1.10:5005/test,360,0,178
1610139546290,351,Page Returning 404,404,NOT FOUND,Scenario 1 1-30,text,true,,393,317,16,16,http://192.168.1.10:5005/test,351,0,172
1610139545918,733,Home Page,200,OK,Scenario 1 1-19,text,true,,51151,313,16,16,http://192.168.1.10:5005/,265,0,125
1610139546334,319,Page Returning 404,404,NOT FOUND,Scenario 1 1-22,text,true,,393,317,16,16,http://192.168.1.10:5005/test,319,0,170
1610139545908,748,Home Page,200,OK,Scenario 1 1-24,text,true,,51151,313,16,16,http://192.168.1.10:5005/,241,0,117
1610139546464,400,Page Returning 404,404,NOT FOUND,Scenario 1 1-17,text,true,,393,317,16,16,http://192.168.1.10:5005/test,400,0,175
1610139546038,875,Home Page,200,OK,Scenario 1 1-25,text,true,,51151,313,16,16,http://192.168.1.10:5005/,297,0,139
1610139546585,466,Page Returning 404,404,NOT FOUND,Scenario 1 1-18,text,true,,393,317,16,16,http://192.168.1.10:5005/test,466,0,227
1610139546652,496,dashboard,200,OK,Scenario 1 1-19,text,true,,12429,322,16,16,http://192.168.1.10:5005/dashboard,494,0,230
1610139546352,837,Buat Instance,200,OK,Scenario 1 1-29,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,605,0,163
1610139546769,468,Page Returning 404,404,NOT FOUND,Scenario 1 1-27,text,true,,393,317,16,16,http://192.168.1.10:5005/test,468,0,206
1610139546472,793,Buat Instance,200,OK,Scenario 1 1-28,text,true,,15626,321,16,16,http://192.168.1.10:5005/buatbaru,588,0,167
1610139546828,437,Page Returning 404,404,NOT FOUND,Scenario 1 1-20,text,true,,393,317,16,16,http://192.168.1.10:5005/test,437,0,225
1610139546837,428,Page Returning 404,404,NOT FOUND,Scenario 1 1-21,text,true,,393,317,16,16,http://192.168.1.10:5005/test,428,0,216
1610139545962,1320,Home Page,200,OK,Scenario 1 1-23,text,true,,51151,313,16,16,http://192.168.1.10:5005/,266,0,130
1610139546657,694,dashboard,200,OK,Scenario 1 1-24,text,true,,12429,322,16,16,http://192.168.1.10:5005/dashboard,496,0,256
1610139546914,447,dashboard,200,OK,Scenario 1 1-25,text,true,,12429,322,16,16,http://192.168.1.10:5005/dashboard,447,0,229
1610139546514,1004,Home Page,200,OK,Scenario 1 1-26,text,true,,51151,313,16,16,http://192.168.1.10:5005/,409,0,158
1610139547286,341,dashboard,200,OK,Scenario 1 1-23,text,true,,12429,322,16,16,http://192.168.1.10:5005/dashboard,336,0,155
1610139545894,1758,Home Page,200,OK,Scenario 1 1-32,text,true,,51151,313,16,16,http://192.168.1.10:5005/,246,0,112
1610139546654,1019,Home Page,200,OK,Scenario 1 1-22,text,true,,51151,313,16,16,http://192.168.1.10:5005/,495,0,259
1610139547407,397,Page Returning 404,404,NOT FOUND,Scenario 1 1-31,text,true,,393,317,16,16,http://192.168.1.10:5005/test,397,0,174
1610139546892,1011,Home Page,200,OK,Scenario 1 1-33,text,true,,51151,313,17,17,http://192.168.1.10:5005/,458,0,242
1610139547519,384,dashboard,200,OK,Scenario 1 1-26,text,true,,12429,322,17,17,http://192.168.1.10:5005/dashboard,384,0,179
1610139547149,854,Buat Instance,200,OK,Scenario 1 1-19,text,true,,15626,321,17,17,http://192.168.1.10:5005/buatbaru,644,0,203
1610139547652,487,dashboard,200,OK,Scenario 1 1-32,text,true,,12429,322,17,17,http://192.168.1.10:5005/dashboard,487,0,200
1610139547674,510,dashboard,200,OK,Scenario 1 1-22,text,true,,12429,322,17,17,http://192.168.1.10:5005/dashboard,509,0,228
1610139547352,922,Buat Instance,200,OK,Scenario 1 1-24,text,true,,15626,321,17,17,http://192.168.1.10:5005/buatbaru,651,0,170
1610139547362,955,Buat Instance,200,OK,Scenario 1 1-25,text,true,,15626,321,17,17,http://192.168.1.10:5005/buatbaru,706,0,160
1610139547266,1051,Home Page,200,OK,Scenario 1 1-20,text,true,,51151,313,17,17,http://192.168.1.10:5005/,356,0,175
1610139547266,1051,Home Page,200,OK,Scenario 1 1-21,text,true,,51151,313,17,17,http://192.168.1.10:5005/,374,0,175
1610139547238,1180,Home Page,200,OK,Scenario 1 1-27,text,true,,51151,313,17,17,http://192.168.1.10:5005/,344,0,178
1610139547628,812,Buat Instance,200,OK,Scenario 1 1-23,text,true,,15626,321,17,17,http://192.168.1.10:5005/buatbaru,679,0,202
1610139547052,1402,Home Page,200,OK,Scenario 1 1-18,text,true,,51151,313,17,17,http://192.168.1.10:5005/,564,0,212
1610139548203,336,Page Returning 404,404,NOT FOUND,Scenario 1 1-29,text,true,,393,317,17,17,http://192.168.1.10:5005/test,336,0,211
1610139546642,1943,Home Page,200,OK,Scenario 1 1-30,text,true,,51151,313,17,17,http://192.168.1.10:5005/,1446,0,1203
1610139548318,275,dashboard,200,OK,Scenario 1 1-20,text,true,,12429,322,17,17,http://192.168.1.10:5005/dashboard,274,0,136
1610139547904,694,Buat Instance,200,OK,Scenario 1 1-26,text,true,,15626,321,17,17,http://192.168.1.10:5005/buatbaru,593,0,276
1610139548318,281,dashboard,200,OK,Scenario 1 1-21,text,true,,12429,322,17,17,http://192.168.1.10:5005/dashboard,279,0,136
1610139548345,256,Page Returning 404,404,NOT FOUND,Scenario 1 1-28,text,true,,393,317,17,17,http://192.168.1.10:5005/test,255,0,114
1610139547806,860,Home Page,200,OK,Scenario 1 1-31,text,true,,51151,313,17,17,http://192.168.1.10:5005/,501,0,227
1610139548419,252,dashboard,200,OK,Scenario 1 1-27,text,true,,12429,322,17,17,http://192.168.1.10:5005/dashboard,249,0,117
1610139547904,1020,dashboard,200,OK,Scenario 1 1-33,text,true,,12429,322,18,18,http://192.168.1.10:5005/dashboard,667,0,275
1610139547892,1032,Home Page,200,OK,Scenario 1 1-34,text,true,,51151,313,18,18,http://192.168.1.10:5005/,466,0,247
1610139548586,338,dashboard,200,OK,Scenario 1 1-30,text,true,,12429,322,18,18,http://192.168.1.10:5005/dashboard,338,0,111
1610139548140,826,Buat Instance,200,OK,Scenario 1 1-32,text,true,,15626,321,18,18,http://192.168.1.10:5005/buatbaru,624,0,217
1610139548185,818,Buat Instance,200,OK,Scenario 1 1-22,text,true,,15626,321,18,18,http://192.168.1.10:5005/buatbaru,618,0,229
1610139548666,354,dashboard,200,OK,Scenario 1 1-31,text,true,,12429,322,18,18,http://192.168.1.10:5005/dashboard,351,0,154
1610139548925,505,dashboard,200,OK,Scenario 1 1-34,text,true,,12429,322,18,18,http://192.168.1.10:5005/dashboard,499,0,177
1610139549040,489,Page Returning 404,404,NOT FOUND,Scenario 1 1-19,text,true,,393,317,18,18,http://192.168.1.10:5005/test,488,0,237
1610139548594,1101,Buat Instance,200,OK,Scenario 1 1-20,text,true,,15626,321,18,18,http://192.168.1.10:5005/buatbaru,818,0,153
1610139548600,1114,Buat Instance,200,OK,Scenario 1 1-21,text,true,,15626,321,18,18,http://192.168.1.10:5005/buatbaru,861,0,148
1610139548672,1044,Buat Instance,200,OK,Scenario 1 1-27,text,true,,15626,321,18,18,http://192.168.1.10:5005/buatbaru,811,0,149
1610139548602,1114,Home Page,200,OK,Scenario 1 1-28,text,true,,51151,313,18,18,http://192.168.1.10:5005/,385,0,146
1610139549303,499,Page Returning 404,404,NOT FOUND,Scenario 1 1-24,text,true,,393,317,18,18,http://192.168.1.10:5005/test,499,0,262
1610139549346,483,Page Returning 404,404,NOT FOUND,Scenario 1 1-25,text,true,,393,317,18,18,http://192.168.1.10:5005/test,482,0,256
1610139548925,975,Buat Instance,200,OK,Scenario 1 1-33,text,true,,15626,321,19,19,http://192.168.1.10:5005/buatbaru,771,0,176
1610139548925,999,Buat Instance,200,OK,Scenario 1 1-30,text,true,,15626,321,19,19,http://192.168.1.10:5005/buatbaru,785,0,176
1610139549021,904,Buat Instance,200,OK,Scenario 1 1-31,text,true,,15626,321,19,19,http://192.168.1.10:5005/buatbaru,696,0,257
1610139549498,430,Page Returning 404,404,NOT FOUND,Scenario 1 1-23,text,true,,393,317,19,19,http://192.168.1.10:5005/test,430,0,232
1610139548455,1528,dashboard,200,OK,Scenario 1 1-18,text,true,,12429,322,19,19,http://192.168.1.10:5005/dashboard,248,0,129
1610139548894,1140,Home Page,200,OK,Scenario 1 1-35,text,true,,51151,313,19,19,http://192.168.1.10:5005/,441,0,174
1610139549629,455,Page Returning 404,404,NOT FOUND,Scenario 1 1-26,text,true,,393,317,19,19,http://192.168.1.10:5005/test,455,0,212
1610139548540,1720,Home Page,200,OK,Scenario 1 1-29,text,true,,51151,313,19,19,http://192.168.1.10:5005/,561,0,125
1610139549717,674,dashboard,200,OK,Scenario 1 1-28,text,true,,12429,322,19,19,http://192.168.1.10:5005/dashboard,477,0,208
1610139549431,968,Buat Instance,200,OK,Scenario 1 1-34,text,true,,15626,321,19,19,http://192.168.1.10:5005/buatbaru,782,0,264
1610139550035,438,dashboard,200,OK,Scenario 1 1-35,text,true,,12429,322,19,19,http://192.168.1.10:5005/dashboard,420,0,224
1610139550053,421,Page Returning 404,404,NOT FOUND,Scenario 1 1-32,text,true,,393,317,19,19,http://192.168.1.10:5005/test,420,0,233
1610139550084,402,Page Returning 404,404,NOT FOUND,Scenario 1 1-22,text,true,,393,317,19,19,http://192.168.1.10:5005/test,402,0,233
1610139550260,410,dashboard,200,OK,Scenario 1 1-29,text,true,,12429,322,19,19,http://192.168.1.10:5005/dashboard,409,0,192
1610139549984,861,Buat Instance,200,OK,Scenario 1 1-18,text,true,,15626,321,19,19,http://192.168.1.10:5005/buatbaru,613,0,239
1610139549803,1048,Home Page,200,OK,Scenario 1 1-24,text,true,,51151,313,19,19,http://192.168.1.10:5005/,451,0,229
1610139549530,1416,Home Page,200,OK,Scenario 1 1-19,text,true,,51151,313,20,20,http://192.168.1.10:5005/,501,0,220
1610139549929,1082,Home Page,200,OK,Scenario 1 1-23,text,true,,51151,313,20,20,http://192.168.1.10:5005/,425,0,235
1610139550713,433,Page Returning 404,404,NOT FOUND,Scenario 1 1-20,text,true,,393,317,20,20,http://192.168.1.10:5005/test,432,0,233
1610139550743,413,Page Returning 404,404,NOT FOUND,Scenario 1 1-27,text,true,,393,317,20,20,http://192.168.1.10:5005/test,413,0,222
1610139549893,1283,Home Page,200,OK,Scenario 1 1-36,text,true,,51151,313,20,20,http://192.168.1.10:5005/,453,0,257
1610139550391,793,Buat Instance,200,OK,Scenario 1 1-28,text,true,,15626,321,20,20,http://192.168.1.10:5005/buatbaru,617,0,202
1610139550851,393,dashboard,200,OK,Scenario 1 1-24,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,393,0,191
1610139550909,414,Page Returning 404,404,NOT FOUND,Scenario 1 1-33,text,true,,393,317,20,20,http://192.168.1.10:5005/test,414,0,175
1610139550085,1289,Home Page,200,OK,Scenario 1 1-26,text,true,,51151,313,20,20,http://192.168.1.10:5005/,401,0,232
1610139550944,432,Page Returning 404,404,NOT FOUND,Scenario 1 1-31,text,true,,393,317,20,20,http://192.168.1.10:5005/test,432,0,201
1610139550947,444,dashboard,200,OK,Scenario 1 1-19,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,440,0,198
1610139550980,443,Page Returning 404,404,NOT FOUND,Scenario 1 1-30,text,true,,393,317,20,20,http://192.168.1.10:5005/test,443,0,176
1610139551012,438,dashboard,200,OK,Scenario 1 1-23,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,438,0,173
1610139550474,1040,Buat Instance,200,OK,Scenario 1 1-35,text,true,,15626,321,20,20,http://192.168.1.10:5005/buatbaru,834,0,247
1610139550671,852,Buat Instance,200,OK,Scenario 1 1-29,text,true,,15626,321,20,20,http://192.168.1.10:5005/buatbaru,663,0,230
1610139550487,1079,Home Page,200,OK,Scenario 1 1-22,text,true,,51151,313,20,20,http://192.168.1.10:5005/,464,0,234
1610139551177,467,dashboard,200,OK,Scenario 1 1-36,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,464,0,237
1610139550892,1031,Home Page,200,OK,Scenario 1 1-37,text,true,,51151,313,21,21,http://192.168.1.10:5005/,434,0,189
1610139551497,427,Page Returning 404,404,NOT FOUND,Scenario 1 1-34,text,true,,393,317,21,21,http://192.168.1.10:5005/test,426,0,224
1610139550474,1529,Home Page,200,OK,Scenario 1 1-32,text,true,,51151,313,21,21,http://192.168.1.10:5005/,671,0,247
1610139551567,449,dashboard,200,OK,Scenario 1 1-22,text,true,,12429,322,21,21,http://192.168.1.10:5005/dashboard,444,0,251
1610139551245,835,Buat Instance,200,OK,Scenario 1 1-24,text,true,,15626,321,21,21,http://192.168.1.10:5005/buatbaru,629,0,229
1610139551157,1075,Home Page,200,OK,Scenario 1 1-27,text,true,,51151,313,21,21,http://192.168.1.10:5005/,482,0,257
1610139549830,2406,Home Page,200,OK,Scenario 1 1-25,text,true,,51151,313,21,21,http://192.168.1.10:5005/,460,0,224
1610139551324,944,Home Page,200,OK,Scenario 1 1-33,text,true,,51151,313,21,21,http://192.168.1.10:5005/,417,0,197
1610139550776,1529,Page Returning 404,404,NOT FOUND,Scenario 1 1-21,text,true,,393,317,21,21,http://192.168.1.10:5005/test,1529,0,222
1610139551924,381,dashboard,200,OK,Scenario 1 1-37,text,true,,12429,322,21,21,http://192.168.1.10:5005/dashboard,380,0,176
1610139551450,892,Buat Instance,200,OK,Scenario 1 1-23,text,true,,15626,321,21,21,http://192.168.1.10:5005/buatbaru,707,0,195
1610139551940,402,Page Returning 404,404,NOT FOUND,Scenario 1 1-18,text,true,,393,317,21,21,http://192.168.1.10:5005/test,402,0,222
1610139551645,756,Buat Instance,200,OK,Scenario 1 1-36,text,true,,15626,321,20,20,http://192.168.1.10:5005/buatbaru,591,0,193
1610139551424,977,Home Page,200,OK,Scenario 1 1-30,text,true,,51151,313,20,20,http://192.168.1.10:5005/,422,0,220
1610139552003,400,dashboard,200,OK,Scenario 1 1-32,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,395,0,227
1610139552232,357,dashboard,200,OK,Scenario 1 1-27,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,357,0,156
1610139552237,418,dashboard,200,OK,Scenario 1 1-25,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,416,0,164
1610139552276,428,Page Returning 404,404,NOT FOUND,Scenario 1 1-28,text,true,,393,317,20,20,http://192.168.1.10:5005/test,428,0,186
1610139552269,445,dashboard,200,OK,Scenario 1 1-33,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,442,0,193
1610139551374,1433,dashboard,200,OK,Scenario 1 1-26,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,1431,0,1191
1610139551147,1649,Home Page,200,OK,Scenario 1 1-20,text,true,,51151,313,20,20,http://192.168.1.10:5005/,425,0,227
1610139552017,862,Buat Instance,200,OK,Scenario 1 1-22,text,true,,15626,321,20,20,http://192.168.1.10:5005/buatbaru,638,0,214
1610139552402,482,dashboard,200,OK,Scenario 1 1-30,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,477,0,250
1610139551391,1588,Buat Instance,200,OK,Scenario 1 1-19,text,true,,15626,321,21,21,http://192.168.1.10:5005/buatbaru,720,0,243
1610139551924,1055,Home Page,200,OK,Scenario 1 1-34,text,true,,51151,313,21,21,http://192.168.1.10:5005/,383,0,176
1610139551891,1089,Home Page,200,OK,Scenario 1 1-38,text,true,,51151,313,21,21,http://192.168.1.10:5005/,413,0,191
1610139552574,451,Page Returning 404,404,NOT FOUND,Scenario 1 1-35,text,true,,393,317,21,21,http://192.168.1.10:5005/test,451,0,232
1610139552620,451,Page Returning 404,404,NOT FOUND,Scenario 1 1-29,text,true,,393,317,21,21,http://192.168.1.10:5005/test,451,0,233
1610139552305,907,Buat Instance,200,OK,Scenario 1 1-37,text,true,,15626,321,21,21,http://192.168.1.10:5005/buatbaru,675,0,185
1610139552810,445,dashboard,200,OK,Scenario 1 1-20,text,true,,12429,322,21,21,http://192.168.1.10:5005/dashboard,445,0,215
1610139552404,864,Buat Instance,200,OK,Scenario 1 1-32,text,true,,15626,321,21,21,http://192.168.1.10:5005/buatbaru,681,0,248
1610139551377,2040,Home Page,200,OK,Scenario 1 1-31,text,true,,51151,313,21,21,http://192.168.1.10:5005/,1421,0,1188
1610139552980,469,dashboard,200,OK,Scenario 1 1-34,text,true,,12429,322,21,21,http://192.168.1.10:5005/dashboard,454,0,229
1610139552981,505,dashboard,200,OK,Scenario 1 1-38,text,true,,12429,322,21,21,http://192.168.1.10:5005/dashboard,477,0,228
1610139552591,1026,Buat Instance,200,OK,Scenario 1 1-27,text,true,,15626,321,21,21,http://192.168.1.10:5005/buatbaru,800,0,262
1610139552656,1024,Buat Instance,200,OK,Scenario 1 1-25,text,true,,15626,321,21,21,http://192.168.1.10:5005/buatbaru,747,0,223
1610139553213,467,Page Returning 404,404,NOT FOUND,Scenario 1 1-24,text,true,,393,317,21,21,http://192.168.1.10:5005/test,467,0,201
1610139552715,979,Buat Instance,200,OK,Scenario 1 1-33,text,true,,15626,321,21,21,http://192.168.1.10:5005/buatbaru,741,0,264
1610139552810,961,Buat Instance,200,OK,Scenario 1 1-26,text,true,,15626,321,21,21,http://192.168.1.10:5005/buatbaru,700,0,215
1610139552706,1108,Home Page,200,OK,Scenario 1 1-28,text,true,,51151,313,21,21,http://192.168.1.10:5005/,430,0,200
1610139552305,1535,Home Page,200,OK,Scenario 1 1-21,text,true,,51151,313,21,21,http://192.168.1.10:5005/,463,0,185
1610139553423,428,Page Returning 404,404,NOT FOUND,Scenario 1 1-23,text,true,,393,317,21,21,http://192.168.1.10:5005/test,427,0,268
1610139553490,361,Page Returning 404,404,NOT FOUND,Scenario 1 1-36,text,true,,393,317,21,21,http://192.168.1.10:5005/test,361,0,237
1610139552892,959,Home Page,200,OK,Scenario 1 1-39,text,true,,51151,313,21,21,http://192.168.1.10:5005/,384,0,198
1610139553418,434,dashboard,200,OK,Scenario 1 1-31,text,true,,12429,322,21,21,http://192.168.1.10:5005/dashboard,423,0,267
1610139553256,662,Buat Instance,200,OK,Scenario 1 1-20,text,true,,15626,321,22,22,http://192.168.1.10:5005/buatbaru,571,0,194
1610139552885,1033,Buat Instance,200,OK,Scenario 1 1-30,text,true,,15626,321,22,22,http://192.168.1.10:5005/buatbaru,946,0,205
1610139553026,892,Home Page,200,OK,Scenario 1 1-35,text,true,,51151,313,22,22,http://192.168.1.10:5005/,466,0,209
1610139553072,846,Home Page,200,OK,Scenario 1 1-29,text,true,,51151,313,22,22,http://192.168.1.10:5005/,434,0,190
1610139553815,201,dashboard,200,OK,Scenario 1 1-28,text,true,,12429,322,22,22,http://192.168.1.10:5005/dashboard,198,0,86
1610139553841,175,dashboard,200,OK,Scenario 1 1-21,text,true,,12429,322,22,22,http://192.168.1.10:5005/dashboard,157,0,77
1610139553851,220,dashboard,200,OK,Scenario 1 1-39,text,true,,12429,322,22,22,http://192.168.1.10:5005/dashboard,220,0,67
1610139553450,637,Buat Instance,200,OK,Scenario 1 1-34,text,true,,15626,321,22,22,http://192.168.1.10:5005/buatbaru,544,0,242
1610139553919,187,dashboard,200,OK,Scenario 1 1-35,text,true,,12429,322,22,22,http://192.168.1.10:5005/dashboard,183,0,74
1610139553919,187,Page Returning 404,404,NOT FOUND,Scenario 1 1-22,text,true,,393,317,22,22,http://192.168.1.10:5005/test,187,0,74
1610139553486,620,Buat Instance,200,OK,Scenario 1 1-38,text,true,,15626,321,22,22,http://192.168.1.10:5005/buatbaru,532,0,237
1610139553919,190,dashboard,200,OK,Scenario 1 1-29,text,true,,12429,322,21,21,http://192.168.1.10:5005/dashboard,188,0,74
1610139554012,187,Page Returning 404,404,NOT FOUND,Scenario 1 1-19,text,true,,393,317,21,21,http://192.168.1.10:5005/test,187,0,94
1610139553852,553,Home Page,200,OK,Scenario 1 1-23,text,true,,51151,313,20,20,http://192.168.1.10:5005/,218,0,66
1610139553892,598,Home Page,200,OK,Scenario 1 1-40,text,true,,51151,313,20,20,http://192.168.1.10:5005/,197,0,101
1610139553851,671,Home Page,200,OK,Scenario 1 1-36,text,true,,51151,313,20,20,http://192.168.1.10:5005/,220,0,67
1610139554254,270,Page Returning 404,404,NOT FOUND,Scenario 1 1-37,text,true,,393,317,20,20,http://192.168.1.10:5005/test,270,0,129
1610139553681,862,Home Page,200,OK,Scenario 1 1-24,text,true,,51151,313,20,20,http://192.168.1.10:5005/,312,0,159
1610139553852,749,Buat Instance,200,OK,Scenario 1 1-31,text,true,,15626,321,20,20,http://192.168.1.10:5005/buatbaru,610,0,66
1610139554321,312,Page Returning 404,404,NOT FOUND,Scenario 1 1-32,text,true,,393,317,20,20,http://192.168.1.10:5005/test,311,0,180
1610139554017,635,Buat Instance,200,OK,Scenario 1 1-28,text,true,,15626,321,20,20,http://192.168.1.10:5005/buatbaru,508,0,89
1610139554405,278,dashboard,200,OK,Scenario 1 1-23,text,true,,12429,322,20,20,http://192.168.1.10:5005/dashboard,256,0,145
